time_idx,hour_of_day,hour_of_day_cos,hour_of_day_sin,month_of_year,month_of_year_cos,month_of_year_sin,season_of_year,season_of_year_cos,season_of_year_sin,sunposition_thetaZ,sunposition_solarAzimuth,sunposition_extraTerr,sunposition_solarHeight,clearsky_diffuse,clearsky_direct,clearsky_global,clearsky_diffuse_agg,clearsky_direct_agg,clearsky_global_agg,Albedo,WindComponentUat0,WindComponentVat0,WindComponentUat100,WindComponentVat100,DewpointTemperatureAt0,TemperatureAt0,PotentialVorticityAt1000,PotentialVorticityAt950,RelativeHumidityAt1000,RelativeHumidityAt950,RelativeHumidityAt0,SnowDensityAt0,SnowDepthAt0,SnowfallPlusStratiformSurfaceAt0,SurfacePressureAt0,SolarRadiationGlobalAt0,SolarRadiationDirectAt0,SolarRadiationDiffuseAt0,TotalCloudCoverAt0,LowerWindSpeed,LowerWindDirection,LowerWindDirectionMath,LowerWindDirectionCos,LowerWindDirectionSin,UpperWindSpeed,UpperWindDirection,UpperWindDirectionMath,UpperWindDirectionCos,UpperWindDirectionSin,power_normed
273,0,1,0,1,0,0,1,0,0,1,0.300411975,4.67E-18,0,0,0,0,0,0,0,0.163505464,0.63016417,0.311901911,0.722450545,0.277609598,0.237895216,0.170174123,0.332617766,0.257685016,0.632438504,0.81880849,0.760492175,0.681746852,0.125,0.189150943,0.720351791,0,0,5.04E-04,0.796875,0.444615274,0.786439367,0.963787441,0.987029297,0.386850417,0.578652489,0.793970445,0.956549133,0.981280028,0.364463844,0
274,0.142857143,0.957823644,0.399332025,1,0,0,1,0,0,1,0.300518128,4.67E-18,0,0,0,0,0,0,0,0.445234855,0.581464947,0.315734942,0.704171738,0.26906452,0.224779722,0.158604423,0.303479019,0.252340847,0.611815509,0.791695626,0.762681657,0.718730043,0.425,0.281367925,0.720547838,0,0,5.04E-04,0.6953125,0.371428156,0.791787458,0.958443868,0.982958417,0.370572167,0.554072856,0.799272696,0.951246602,0.976500656,0.348515242,0
275,0.285714286,0.838278027,0.732543693,1,0,0,1,0,0,1,0.300623473,4.68E-18,0,0,0,0,0,0,0,0.444097734,0.551959541,0.34325141,0.680367826,0.296596266,0.230014634,0.148386445,0.297373616,0.261526801,0.65993583,0.824231063,0.800226354,0.716229607,0.4375,0.288679245,0.736693773,0,0,5.04E-04,0.8125,0.320287088,0.782405304,0.967818094,0.989737281,0.399214402,0.507746548,0.792197615,0.958322057,0.982759236,0.369830733,0
276,0.428571429,0.661157201,0.944462683,1,0,0,1,0,0,0.832044269,0.380602318,0.216686154,0.167955731,0.189505808,0.151202163,0.172470477,0.079664821,0.045861733,0.057677684,0.443160685,0.51783766,0.4007074,0.652696234,0.360975193,0.278396155,0.170234712,0.277574612,0.262157455,0.735553477,0.900147082,0.84612432,0.71570626,0.4375,0.29072327,0.757127784,0.029231966,0.007630522,0.052392947,0.9609375,0.261602435,0.749305254,4.73E-04,0.999994533,0.502374898,0.448930323,0.76765001,0.982870961,0.997022119,0.44550633,0.001719327
277,0.571428571,0.455788372,1,1,0,0,1,0,0,0.752925102,0.542919126,0.316799136,0.247074898,0.244368555,0.258151056,0.276289899,0.240109966,0.250782534,0.269788204,0.442377021,0.624450031,0.37108145,0.687668207,0.362942212,0.316092005,0.220098386,0.280034031,0.207591382,0.666810162,0.878456791,0.796274626,0.715531811,0.4375,0.292924528,0.760307306,0.170612426,0.075502008,0.245088161,1,0.425580863,0.762329892,0.987876541,0.998519361,0.46154639,0.503855663,0.764953923,0.985567191,0.997873541,0.453929549,0.042491944
278,0.714285714,0.256175975,0.88995992,1,0,0,1,0,0,0.987413759,0.694254951,0.016325241,0.012586241,0.07281321,0.003826539,0.019975979,0.174880578,0.139002105,0.159285458,0.441571209,0.487903776,0.443951793,0.576469183,0.440018959,0.361401542,0.202662329,0.292475664,0.270012671,0.900537435,0.992330819,0.938580664,0.71401992,0.4375,0.299528302,0.758330205,0.04712682,0.002543507,0.102518892,0.9921875,0.221819312,0.713349801,0.036397669,0.986789923,0.614173626,0.32968136,0.724548873,0.025476194,0.993495158,0.580393376,0.032421599
279,0.857142857,0.095371312,0.632562594,1,0,0,1,0,0,1,0.698963726,4.69E-18,0,0,0,0,0,0,0,0.456086758,0.453701659,0.487133691,0.543006784,0.500771335,0.362493305,0.199122896,0.313870679,0.274982691,0.928034761,0.997753392,0.950437545,0.711693933,0.4375,0.305974843,0.758325452,0,0,5.04E-04,1,0.19198585,0.662880439,0.086824381,0.927021393,0.760101321,0.302516243,0.678874541,0.071152944,0.950584465,0.716735279,0
280,1,0,0.270427199,1,0,0,1,0,0,1,0.698862446,4.69E-18,0,0,0,0,0,0,0,0.455668337,0.438324437,0.528212685,0.519818915,0.532381399,0.399758361,0.218270604,0.367584923,0.298571481,0.976155082,0.997753392,0.979851837,0.706576762,0.45,0.318553459,0.752114929,0,0,5.04E-04,1,0.203408263,0.621551822,0.128118073,0.846037636,0.860912624,0.292002265,0.650148697,0.099880308,0.904382288,0.79406712,0
281,0,1,0,1,0,0,1,0,0,1,0.301238479,4.69E-18,0,0,0,0,0,0,0,0.455228565,0.554652002,0.472580016,0.628271458,0.452802301,0.442692707,0.257439519,0.349721028,0.292168506,0.955532087,0.986908247,0.967666838,0.707100109,0.4375,0.318553459,0.747598724,0,0,5.04E-04,1,0.328646852,0.709089736,0.040654134,0.983564136,0.627144648,0.413452641,0.723323006,0.026702126,0.992861596,0.584190333,0
282,0.142857143,0.957823644,0.399332025,1,0,0,1,0,0,1,0.301338123,4.70E-18,0,0,0,0,0,0,0,0.484730863,0.539190409,0.474355095,0.616976438,0.45561606,0.443273966,0.255775473,0.344136637,0.2972581,0.976155082,0.997753392,0.97337208,0.706460462,0.4875,0.023584906,0.738697014,0,0,5.04E-04,1,0.30644752,0.70496407,0.044776313,0.980110715,0.639619939,0.396467075,0.720684822,0.02934045,0.991399076,0.592344533,0
283,0.285714286,0.838278027,0.732543693,1,0,0,1,0,0,1,0.301436947,4.70E-18,0,0,0,0,0,0,0,0.454864574,0.516266851,0.51157913,0.59337716,0.497241407,0.433669311,0.255200594,0.351254935,0.285701888,0.940797421,0.996833385,0.954204311,0.707041959,0.4625,0.023584906,0.739077226,0,0,5.04E-04,1,0.28931167,0.676934733,0.072781964,0.94827149,0.721478329,0.374505895,0.695235852,0.054790766,0.970439319,0.669373556,0
284,0.428571429,0.661157201,0.944462683,1,0,0,1,0,0,0.834291853,0.380400414,0.213874352,0.165708147,0.18796195,0.148579885,0.16987933,0.078600303,0.044506039,0.056273711,0.439937095,0.473703627,0.59885952,0.533053132,0.576507793,0.429665879,0.259105007,0.343399086,0.305531823,0.921160429,0.997753392,0.935233872,0.707565306,0.4375,0.023584906,0.752875352,0.017227965,5.35E-04,0.038539043,1,0.299994435,0.612397988,0.137264172,0.824746497,0.880183751,0.344423608,0.634515912,0.115513921,0.873609731,0.832289408,0.01203529
285,0.571428571,0.455788372,1,1,0,0,1,0,0,0.754505309,0.542483085,0.314903841,0.245494691,0.243466487,0.256039744,0.274281908,0.238949099,0.248171404,0.267291561,0.39515887,0.50882722,0.622453052,0.561320411,0.604521338,0.461532123,0.291254923,0.348812005,0.302802844,0.886788772,0.997753392,0.918427514,0.708088653,0.3875,0.023584906,0.747300496,0.08036012,0.004417671,0.174307305,1,0.356215963,0.622696604,0.126974259,0.848621409,0.858417466,0.402155364,0.635518264,0.114511516,0.875694131,0.829930907,0.064843197
286,0.714285714,0.256175975,0.88995992,1,0,0,1,0,0,0.988121663,0.693721427,0.015411206,0.011878337,0.072201883,0.00320511,0.01930559,0.174133539,0.137706518,0.15800678,0.350380646,0.557783695,0.550431326,0.628745543,0.544364355,0.471118865,0.294352198,0.328616746,0.286243826,0.893663103,0.992330819,0.930672452,0.708553851,0.3375,0.023584906,0.742808055,0.043347783,0.002811245,0.093450882,1,0.366134371,0.671717762,0.077994527,0.940781853,0.736032481,0.449707943,0.681622166,0.068405173,0.954257212,0.708928048,0.012772145
287,0.857142857,0.095371312,0.632562594,1,0,0,1,0,0,1,0.698176446,4.71E-18,0,0,0,0,0,0,0,0.32052785,0.613569343,0.521476375,0.680855304,0.510236271,0.487267832,0.302817409,0.332047291,0.263804486,0.921160429,0.997753392,0.94276321,0.708902749,0.3125,0.023584906,0.737046657,0,0,5.04E-04,1,0.431084031,0.697449925,0.052284109,0.97299596,0.662095133,0.511702174,0.704849861,0.045176249,0.97980255,0.640677197,0
288,1,0,0.270427199,1,0,0,1,0,0,1,0.698081743,4.71E-18,0,0,0,0,0,0,0,0.275749341,0.633849244,0.508557438,0.704190487,0.491976871,0.498114715,0.311781763,0.32512135,0.263115973,0.921160429,0.997753392,0.9422407,0.709309796,0.275,0.023584906,0.739518034,0,0,5.04E-04,1,0.456176762,0.705843281,0.043897845,0.980873728,0.636968922,0.541542223,0.714559986,0.03546561,0.98748429,0.611173875,0
289,0,1,0,1,0,0,1,0,0,1,0.302012595,4.71E-18,0,0,0,0,0,0,0,0.245847581,0.651941261,0.491240823,0.718315556,0.471984823,0.51242676,0.321438567,0.319631488,0.295198348,0.934909093,0.997753392,0.947261881,0.709658694,0.25,0.023584906,0.747532187,0,0,5.04E-04,1,0.478016892,0.714730468,0.035018169,0.98776085,0.609951825,0.558417928,0.723164007,0.026861134,0.99277728,0.584682452,0
290,0.142857143,0.957823644,0.399332025,1,0,0,1,0,0,1,0.302105641,4.71E-18,0,0,0,0,0,0,0,0.124550915,0.677848446,0.465436939,0.740316871,0.445174469,0.50718737,0.326812274,0.303470225,0.282097321,0.900537435,0.997753392,0.922067229,0.709774994,0.1,1.20E-19,0.742488439,0,0,5.04E-04,1,0.511440912,0.726442044,0.02331649,0.994517659,0.573840169,0.588270411,0.734015527,0.016009039,0.99740012,0.550928242,0
291,0.285714286,0.838278027,0.732543693,1,0,0,1,0,0,1,0.302197856,4.72E-18,0,0,0,0,0,0,0,0.109524653,0.683689971,0.459516354,0.746761755,0.438643416,0.501284322,0.320011829,0.317657359,0.29228808,0.900537435,0.997753392,0.927362326,0.709891293,0.0875,9.92E-20,0.753891231,0,0,5.04E-04,1,0.519314249,0.728907015,0.020853601,0.995600646,0.566182272,0.597647527,0.736531085,0.013493348,0.99814261,0.543063954,0
292,0.428571429,0.661157201,0.944462683,1,0,0,1,0,0,0.836433816,0.380183915,0.211192799,0.163566184,0.186484395,0.146090431,0.167416699,0.077576988,0.04334169,0.05504246,0.109367908,0.651357273,0.442813725,0.716212437,0.421536939,0.501568235,0.311923138,0.318725213,0.308804669,0.928034761,0.992330819,0.94921916,0.710007592,0.0875,8.35E-20,0.784241644,0.003334445,0,0.008060453,1,0.468022517,0.733158639,0.016605571,0.997189818,0.552937636,0.547756358,0.7417334,0.008290757,0.999283509,0.526768284,2.46E-04
293,0.571428571,0.455788372,1,1,0,0,1,0,0,0.755963878,0.542046071,0.313156227,0.244036122,0.242632824,0.254096122,0.272432657,0.237854028,0.24572518,0.26495084,0.094348079,0.63510159,0.418793692,0.681773476,0.397894186,0.512004027,0.326105397,0.299952296,0.299211778,0.914286098,0.986908247,0.934110213,0.710123892,0.075,8.20E-20,0.799086541,0.041569412,6.69E-04,0.093450882,1,0.441122797,0.742114849,0.00765693,0.99937848,0.524925417,0.492350831,0.750665936,0.999855934,0.999998949,0.498731181,0.010315963
294,0.714285714,0.256175975,0.88995992,1,0,0,1,0,0,0.988715239,0.693198351,0.014644898,0.011284761,0.071689716,0.002683751,0.018743319,0.173470818,0.136551147,0.156867297,0.079396402,0.570927538,0.417279557,0.629384085,0.392403766,0.518644171,0.322794616,0.326706919,0.314102552,0.941783424,0.992330819,0.956917815,0.710182041,0.0625,8.08E-20,0.826421398,0.02600867,1.34E-04,0.059193955,1,0.343227074,0.74066357,0.009106982,0.999130769,0.529472237,0.409350551,0.753503444,0.997018276,0.999896946,0.489821553,0.002947418
295,0.857142857,0.095371312,0.632562594,1,0,0,1,0,0,1,0.69744208,4.73E-18,0,0,0,0,0,0,0,0.079278488,0.5278647,0.435505092,0.593180026,0.41109796,0.519648164,0.318919777,0.338645677,0.320449597,0.955532087,0.992330819,0.969296277,0.710298341,0.0625,8.09E-20,0.849626204,0,0,5.04E-04,1,0.279950223,0.726601348,0.02315732,0.994591229,0.573345774,0.352205764,0.743129865,0.006894218,0.99949907,0.522388426,0
296,1,0,0.270427199,1,0,0,1,0,0,1,0.697354038,4.73E-18,0,0,0,0,0,0,0,0.07914691,0.492990915,0.406380198,0.562782844,0.379399109,0.51916005,0.316704655,0.342886318,0.272134138,0.96928075,0.992330819,0.974121172,0.71035649,0.05,8.38E-20,0.868981365,0,0,5.04E-04,0.984375,0.223811745,0.744561965,0.005211881,0.999702358,0.517254176,0.30468488,0.763364633,0.987156565,0.998308579,0.458901212,0
297,0,1,0,1,0,0,1,0,0,1,0.302733627,4.73E-18,0,0,0,0,0,0,0,0.079062246,0.45004719,0.452481822,0.525916672,0.434547471,0.517377761,0.312162611,0.32842384,0.250018804,0.983029414,0.997753392,0.982364102,0.71041464,0.05,7.38E-20,0.889283491,0,0,5.04E-04,1,0.169330938,0.692086877,0.057642625,0.967273904,0.677918797,0.249476492,0.720857216,0.029168047,0.99149877,0.591812441,0
298,0.142857143,0.957823644,0.399332025,1,0,0,1,0,0,1,0.30281999,4.73E-18,0,0,0,0,0,0,0,0.07855751,0.435313513,0.437857976,0.503064146,0.422250498,0.507459639,0.305789899,0.33049085,0.310594416,0.976155082,0.981485674,0.978046104,0.710996137,0.0625,1.42E-19,0.8953348,0,0,5.04E-04,1,0.142531295,0.700635651,0.049101075,0.976141724,0.652607586,0.211104613,0.727594879,0.022430027,0.994942699,0.570938637,0
299,0.285714286,0.838278027,0.732543693,1,0,0,1,0,0,1,0.302905513,4.74E-18,0,0,0,0,0,0,0,0.07855751,0.415542326,0.478829522,0.479389335,0.483450726,0.492138227,0.293728992,0.315791498,0.394292095,0.96928075,0.948950237,0.977262361,0.711054286,0.05,1.25E-19,0.901104515,0,0,5.04E-04,0.984375,0.139022819,0.637719275,0.111964282,0.880811858,0.824009708,0.203158555,0.660783426,0.089245017,0.923106875,0.766422771,0
300,0.428571429,0.661157201,0.944462683,1,0,0,1,0,0,0.838468984,0.379953051,0.208643337,0.161531016,0.185074883,0.143733774,0.165082962,0.076595989,0.042236206,0.053871261,0.07855751,0.396573502,0.509048628,0.421176996,0.494980607,0.47910513,0.297286458,0.290868661,0.497410845,0.928034761,0.824231063,0.939952101,0.711112436,0.05,1.31E-19,0.913734679,0.023452262,0.004551539,0.045088161,0.765625,0.146596784,0.588300545,0.161341251,0.763768961,0.924765727,0.146410389,0.592986499,0.157045532,0.775285027,0.917394966,0.004421127
301,0.571428571,0.455788372,1,1,0,0,1,0,0,0.757300196,0.541608379,0.311557399,0.242699804,0.241868622,0.252320068,0.270742285,0.236826156,0.243443891,0.262766393,0.063632138,0.373201614,0.529580998,0.396089036,0.504420735,0.482543424,0.312481426,0.288075092,0.557716452,0.886788772,0.694089316,0.907398113,0.711170586,0.05,1.01E-19,0.918955463,0.11237079,0.013922356,0.228967254,1,0.153859752,0.543915451,0.205688837,0.636818296,0.980916591,0.140426447,0.548146289,0.201888116,0.648444311,0.977456385,0.058211507
302,0.714285714,0.256175975,0.88995992,1,0,0,1,0,0,0.989194488,0.692686078,0.014026455,0.010805512,0.071277032,0.002261976,0.018288827,0.172893107,0.135535641,0.155866871,0.063632138,0.353059852,0.49433707,0.387949229,0.540074516,0.470549249,0.288613511,0.30581423,0.440250796,0.87991444,0.569370142,0.944594398,0.711228735,0.05,1.28E-19,0.92038601,0.094920529,0.026773762,0.165239295,0.6953125,0.107979523,0.516967221,0.232614294,0.553927322,0.997083353,0.182737373,0.525747772,0.224287819,0.58003482,0.993553134,0.037088344
303,0.857142857,0.095371312,0.632562594,1,0,0,1,0,0,1,0.696761294,4.75E-18,0,0,0,0,0,0,0,0.063632138,0.355872254,0.548067477,0.41327825,0.555883138,0.423079472,0.238847935,0.360767251,0.356605189,0.928034761,0.520566987,0.975085562,0.711228735,0.05,1.34E-19,0.915988622,0,0,5.04E-04,0.359375,0.169967002,0.514734502,0.234845126,0.54695768,0.997790108,0.212556094,0.552680198,0.197353966,0.661977734,0.973036505,0
304,1,0,0.270427199,1,0,0,1,0,0,1,0.696679995,4.75E-18,0,0,0,0,0,0,0,0.063632138,0.393282991,0.563591471,0.453723901,0.548989756,0.386633015,0.207231783,0.423144692,0.380971208,0.934909093,0.574792715,0.981083945,0.711286885,0.05,1.34E-19,0.915771188,0,0,5.04E-04,0.15625,0.200784655,0.558701632,0.190915151,0.6807886,0.966171094,0.233540313,0.595938658,0.154093217,0.782976067,0.912219548,0
305,0,1,0,1,0,0,1,0,0,1,0.303400918,4.75E-18,0,0,0,0,0,0,0,0.063632138,0.411011877,0.548250577,0.456526095,0.540591568,0.364915964,0.185403713,0.41997795,0.369858575,0.989903745,0.591060433,0.99281536,0.711345035,0.05,1.34E-19,0.911859759,0,0,5.04E-04,0.390625,0.196634702,0.584209119,0.165429219,0.752777473,0.931397195,0.227255777,0.602738835,0.14729268,0.800317662,0.899762086,0
306,0.142857143,0.957823644,0.399332025,1,0,0,1,0,0,1,0.303480519,4.75E-18,0,0,0,0,0,0,0,0.033836221,0.362852801,0.499194143,0.437664457,0.531361657,0.428366331,0.234662935,0.344787902,0.370639661,0.996778077,0.634441016,0.997841094,0.357387989,0.0125,1.33E-19,0.912343341,0,0,5.04E-04,0.984375,0.116017912,0.536309464,0.213288397,0.613717279,0.986896699,0.200371726,0.589675193,0.160357013,0.766545859,0.923029198,0
307,0.285714286,0.838278027,0.732543693,1,0,0,1,0,0,1,0.30355927,4.75E-18,0,0,0,0,0,0,0,0.033836221,0.361749347,0.472219298,0.409851978,0.505853075,0.43873316,0.243845122,0.296206835,0.315691724,0.996778077,0.634441016,0.995594948,0.357387989,0.0125,1.32E-19,0.913127528,0,0,5.04E-04,1,0.085557055,0.546219469,0.203386766,0.643756993,0.978888233,0.150033532,0.569259778,0.180773509,0.710266971,0.953638795,0
308,0.428571429,0.661157201,0.944462683,1,0,0,1,0,0,0.840396233,0.379708054,0.20622773,0.159603767,0.183735092,0.141509875,0.162878469,0.075658385,0.041189488,0.052760278,0.033836221,0.374439071,0.512892623,0.39975744,0.49874556,0.454332215,0.259719557,0.29383755,0.3221892,0.996778077,0.612750724,0.986700791,0.357387989,0.0125,1.23E-19,0.917482142,0.019784373,0.001606426,0.04231738,1,0.13607566,0.55210064,0.197510565,0.661328872,0.973257863,0.13531801,0.557042734,0.1929912,0.674875775,0.968421599,0.004666745
309,0.571428571,0.455788372,1,1,0,0,1,0,0,0.758513699,0.541170302,0.310108375,0.241486301,0.241174918,0.25071153,0.269210984,0.235866807,0.241327553,0.260738541,0.033836221,0.366219412,0.52880584,0.390048062,0.50457807,0.492739189,0.294971076,0.292085455,0.328877609,0.996778077,0.601905579,0.975245953,0.357387989,0.0125,1.26E-19,0.906107866,0.125263977,0.019009371,0.24861461,1,0.150414617,0.533427581,0.216167844,0.604893856,0.988873496,0.138077654,0.5377763,0.212258654,0.617056005,0.986105116,0.041755089
310,0.714285714,0.256175975,0.88995992,1,0,0,1,0,0,0.989559464,0.692184959,0.013555938,0.010440536,0.070964058,0.001939361,0.017941803,0.172401012,0.134659682,0.155005373,0.033932785,0.357073315,0.493251629,0.385055969,0.522204864,0.490462517,0.289443731,0.287805243,0.336568893,0.976155082,0.607328152,0.985087098,0.357446139,0.0125,1.20E-19,0.89917494,0.075580749,0.004283802,0.16372796,1,0.107575022,0.526047566,0.223541623,0.582149022,0.993205388,0.159050891,0.524956882,0.225078751,0.577582316,0.993944583,0.019649454
311,0.857142857,0.095371312,0.632562594,1,0,0,1,0,0,1,0.696134717,4.76E-18,0,0,0,0,0,0,0,0.033994218,0.359514315,0.491647589,0.404499366,0.541081854,0.4792135,0.276862044,0.285517846,0.332491818,0.989903745,0.585637861,0.99449907,0.357446139,0.0125,1.20E-19,0.899173752,0,0,5.04E-04,1,0.106438419,0.53191032,0.217683823,0.600234507,0.989850038,0.189947862,0.546971127,0.20306334,0.644916445,0.978538958,0
312,1,0,0.270427199,1,0,0,1,0,0,1,0.696060236,4.76E-18,0,0,0,0,0,0,0,0.033992937,0.353497429,0.49772496,0.397581468,0.543746764,0.47243543,0.271403223,0.286973712,0.349450058,0.996778077,0.569370142,0.994494973,0.357446139,0.0125,1.20E-19,0.897195462,0,0,5.04E-04,1,0.111930087,0.51730823,0.232273573,0.554990915,0.996966815,0.190428823,0.537515471,0.212519497,0.616259554,0.986296214,0
313,0,1,0,1,0,0,1,0,0,1,0.30401385,4.77E-18,0,0,0,0,0,0,0,0.033991485,0.340597602,0.504428378,0.381615233,0.547533914,0.463346654,0.263900229,0.290703234,0.35760035,0.996778077,0.558524997,0.994981908,0.357446139,0.0125,1.24E-19,0.892019828,0,1.34E-04,2.52E-04,1,0.119173269,0.490265517,0.259293434,0.470269951,0.999115345,0.191049758,0.51635182,0.233684268,0.550787723,0.997414171,0
314,0.142857143,0.957823644,0.399332025,1,0,0,1,0,0,1,0.304086615,4.77E-18,0,0,0,0,0,0,0,0.01903568,0.362918148,0.550879755,0.395348713,0.554022532,0.445115365,0.249829051,0.27447657,0.341052904,0.989903745,0.585637861,0.99332433,1.14E-07,0,9.38E-20,0.872602883,0,0,5.04E-04,1,0.174508121,0.524146007,0.225441575,0.576258007,0.994150516,0.202715088,0.532452907,0.217582329,0.600741673,0.989746257,0
315,0.285714286,0.838278027,0.732543693,1,0,0,1,0,0,1,0.304158521,4.77E-18,0,0,0,0,0,0,0,0.019035481,0.362726243,0.540541755,0.398235009,0.553002137,0.431698046,0.241169088,0.2748393,0.355278308,0.988478026,0.520566987,0.987530109,1.14E-07,0,8.75E-20,0.861592185,0,0,5.04E-04,1,0.162705971,0.525625005,0.223963826,0.580840915,0.993421486,0.202391578,0.53612878,0.213906261,0.612020066,0.987290256,0
316,0.428571429,0.661157201,0.944462683,1,0,0,1,0,0,0.842214483,0.379449161,0.203947667,0.157785517,0.182466622,0.13941868,0.160803543,0.0742681,0.040201432,0.051593708,0.019048662,0.357314024,0.56384803,0.388312963,0.546984219,0.436269303,0.249179879,0.276117098,0.455519576,0.989903745,0.504299269,0.975906483,1.14E-07,0,8.70E-20,0.861039689,0.022229632,0.003614458,0.044080605,1,0.188264689,0.51514068,0.234439292,0.548226328,0.997668802,0.191707337,0.52503796,0.224997668,0.577833825,0.993905014,0.004912363
317,0.571428571,0.455788372,1,1,0,0,1,0,0,0.759603875,0.540732133,0.308810084,0.240396125,0.240552594,0.249270385,0.267838852,0.234977227,0.239376176,0.258867585,0.019221263,0.368669511,0.564059636,0.393267558,0.537803271,0.469279257,0.303752218,0.266216772,0.581731465,0.866165777,0.455496114,0.902140887,1.14E-07,0,8.44E-20,0.84575636,0.159386462,0.05394913,0.260201511,0.8984375,0.190950515,0.529407732,0.220184296,0.592529673,0.99136369,0.18137955,0.533331495,0.216703694,0.603442484,0.989182926,0.075404779
318,0.714285714,0.256175975,0.88995992,1,0,0,1,0,0,0.989810266,0.691695341,0.013233336,0.010189734,0.07075093,0.001715544,0.01770197,0.171995044,0.133922987,0.15428268,0.019254513,0.376414369,0.562112421,0.422614252,0.58256227,0.418699879,0.240598537,0.321780938,0.583085347,0.893663103,0.42838325,0.960920912,1.14E-07,0,7.84E-20,0.826179013,0.12870957,0.080990629,0.139798489,0.0625,0.191309894,0.539346461,0.210253966,0.622975314,0.984641194,0.250213019,0.554413213,0.19562086,0.667116572,0.971245559,0.052316671
319,0.857142857,0.095371312,0.632562594,1,0,0,1,0,0,1,0.695562934,4.78E-18,0,0,0,0,0,0,0,0.019262655,0.387391836,0.55427532,0.450044784,0.598649004,0.379740305,0.207038474,0.355678041,0.509574569,0.928034761,0.439228395,0.966601712,1.14E-07,0,6.74E-20,0.820112258,0,0,5.04E-04,0.2109375,0.187585775,0.554909671,0.194703907,0.669645679,0.970340677,0.286483713,0.573131976,0.176901107,0.721235711,0.948391708,0
320,1,0,0.270427199,1,0,0,1,0,0,1,0.695495341,4.78E-18,0,0,0,0,0,0,0,0.02024269,0.380748777,0.539000211,0.455902016,0.59656382,0.369717395,0.198474444,0.334958473,0.483276086,0.941783424,0.422960677,0.967886069,1.14E-07,0,2.23E-19,0.816401627,0,0,5.04E-04,0.5078125,0.16763798,0.551550528,0.198060212,0.659694184,0.973811965,0.288316147,0.578334613,0.171698194,0.735766031,0.940924883,0
321,0,1,0,1,0,0,1,0,0,1,0.304571848,4.78E-18,0,0,0,0,0,0,0,0.025638096,0.385682888,0.519003982,0.458442257,0.580003773,0.360609811,0.191016893,0.313583793,0.569222521,0.934909093,0.385002668,0.968179956,0,0,2.23E-19,0.805851936,0,0,5.04E-04,0.6484375,0.148922708,0.566902212,0.182721501,0.704528196,0.956254555,0.271554368,0.586278914,0.163753472,0.757462716,0.928617942,0
322,0.142857143,0.957823644,0.399332025,1,0,0,1,0,0,1,0.304637708,4.79E-18,0,0,0,0,0,0,0,0.028211479,0.384236156,0.551504706,0.458841882,0.593896951,0.303732417,0.149830494,0.331773045,0.682424027,0.921160429,0.374157522,0.955393244,0.148398073,0,2.23E-19,0.782521185,0,0,5.04E-04,0.1328125,0.182982811,0.55193454,0.197676525,0.660835498,0.973425763,0.287510986,0.581480564,0.168552077,0.744431153,0.936180917,0
323,0.285714286,0.838278027,0.732543693,1,0,0,1,0,0,1,0.304702701,4.79E-18,0,0,0,0,0,0,0,0.028211479,0.383404843,0.539831285,0.444816451,0.557130724,0.286652898,0.133035676,0.313162257,0.559843706,0.941783424,0.385002668,0.963565894,0.300924659,0,2.23E-19,0.777497636,0,0,5.04E-04,0.3046875,0.169875975,0.554834329,0.194779186,0.669423287,0.970420832,0.23493329,0.584142894,0.165889605,0.751689797,0.932033138,0
324,0.428571429,0.661157201,0.944462683,1,0,0,1,0,0,0.843922707,0.379176613,0.201804757,0.156077293,0.181271001,0.137460128,0.15885848,0.072512932,0.039271933,0.050391941,0.028211479,0.384320528,0.554800498,0.423365289,0.560582311,0.335306688,0.180205283,0.254856183,0.596174801,0.921160429,0.314509221,0.942246355,0.29377225,0,2.23E-19,0.772816277,0.026453262,0.009103079,0.043324937,0.375,0.186620724,0.551004841,0.198605438,0.658070763,0.974356031,0.223904535,0.561898193,0.188135484,0.689076391,0.962871968,0.005157982
325,0.571428571,0.455788372,1,1,0,0,1,0,0,0.760570265,0.540294166,0.307663368,0.239429735,0.2400025,0.247996577,0.266626037,0.234158583,0.237589768,0.257153804,0.028211479,0.386278456,0.557235613,0.411589756,0.538305961,0.364432328,0.244110561,0.260293833,0.818670457,0.756176472,0.314509221,0.83592442,0.321567792,0,2.23E-19,0.756937679,0.222407469,0.1708166,0.183123426,0.0625,0.190235464,0.552622487,0.196989159,0.662877794,0.972727019,0.190110293,0.556692656,0.193341296,0.67384547,0.968804951,0.058948361
326,0.714285714,0.256175975,0.88995992,1,0,0,1,0,0,0.989947047,0.691217563,0.013058564,0.010052953,0.070637687,0.001590222,0.017569079,0.171675621,0.133325308,0.15369868,0.028211479,0.37801413,0.580116482,0.421351095,0.579055191,0.318645425,0.172495275,0.314962166,0.946326872,0.824919788,0.385002668,0.926774851,0.349654083,0,2.23E-19,0.745928168,0.137823719,0.102141901,0.120654912,0.03125,0.212022076,0.537309441,0.212289264,0.616770354,0.986173528,0.245242418,0.55418099,0.195853096,0.666429105,0.971488789,0.040772617
