time_idx,hour_of_day,hour_of_day_cos,hour_of_day_sin,month_of_year,month_of_year_cos,month_of_year_sin,season_of_year,season_of_year_cos,season_of_year_sin,sunposition_thetaZ,sunposition_solarAzimuth,sunposition_extraTerr,sunposition_solarHeight,clearsky_diffuse,clearsky_direct,clearsky_global,clearsky_diffuse_agg,clearsky_direct_agg,clearsky_global_agg,Albedo,WindComponentUat0,WindComponentVat0,WindComponentUat100,WindComponentVat100,DewpointTemperatureAt0,TemperatureAt0,PotentialVorticityAt1000,PotentialVorticityAt950,RelativeHumidityAt1000,RelativeHumidityAt950,RelativeHumidityAt0,SnowDensityAt0,SnowDepthAt0,SnowfallPlusStratiformSurfaceAt0,SurfacePressureAt0,SolarRadiationGlobalAt0,SolarRadiationDirectAt0,SolarRadiationDiffuseAt0,TotalCloudCoverAt0,LowerWindSpeed,LowerWindDirection,LowerWindDirectionMath,LowerWindDirectionCos,LowerWindDirectionSin,UpperWindSpeed,UpperWindDirection,UpperWindDirectionMath,UpperWindDirectionCos,UpperWindDirectionSin,power_normed
369,0,1,0,1,0,0,1,0,0,1,0.296712968,4.77E-18,0,0,0,0,0,0,0,0.015052743,0.373622049,0.818630348,0.404512945,0.863814073,0.514753367,0.338948231,0.183711696,0.391313956,0.888215126,0.90909592,0.941063112,0.110542864,0.010638298,1.76E-19,0.571276897,0,1.33E-04,2.61E-04,1,0.505774729,0.506786646,0.243180603,0.521303435,0.999545963,0.584722353,0.517933624,0.231990661,0.556517418,0.996795533,0
370,0.142857143,0.957823644,0.399332025,1,0,0,1,0,0,1,0.296735112,4.77E-18,0,0,0,0,0,0,0,0.015427987,0.470923892,0.868876037,0.49949167,0.881620229,0.542785226,0.383356052,0.200074129,0.385883177,0.803931939,0.83779428,0.886803896,0.110609296,0.010638298,1.76E-19,0.494000773,0,0,5.21E-04,1,0.591247358,0.546073418,0.20389346,0.642676156,0.979211371,0.639173648,0.553300516,0.196629676,0.664571251,0.972140151,0
371,0.285714286,0.838278027,0.732543693,1,0,0,1,0,0,1,0.2967564,4.77E-18,0,0,0,0,0,0,0,0.015427987,0.504917043,0.839955169,0.536636885,0.846315118,0.582037542,0.394250155,0.171223201,0.329158384,0.888215126,0.90909592,0.937892509,0.110609296,0.010638298,1.76E-19,0.474812524,0,0,5.21E-04,1,0.575243066,0.562513952,0.187452771,0.691311881,0.961952158,0.619969272,0.570704379,0.17922872,0.715092925,0.951370192,0
372,0.428571429,0.661157201,0.944462683,1,0,0,1,0,0,0.848269394,0.365071185,0.199488782,0.151730606,0.287246541,0.104360168,0.140972994,0.101351779,0.027391858,0.042360711,0.015427987,0.577021605,0.767838792,0.59758627,0.762898625,0.600807618,0.403474071,0.194843018,0.366708373,0.914148414,0.944746741,0.952434887,0.110675728,0.010638298,1.76E-19,0.485870378,0.00365651,0,0.009124088,1,0.552483319,0.601592509,0.148373845,0.797827557,0.901620215,0.580419582,0.606068605,0.1438704,0.809237409,0.892902325,6.85E-04
373,0.571428571,0.455788372,1,1,0,0,1,0,0,0.738671013,0.527795773,0.340438265,0.261328987,0.421676929,0.234138058,0.273602715,0.398078211,0.214872529,0.253793063,0.008777675,0.584035605,0.646476311,0.608120518,0.638984092,0.573459954,0.397508731,0.203709762,0.365301303,0.862281837,0.8734451,0.912754729,0.110675728,0.010638298,1.76E-19,0.508573637,0.043434903,0,0.102711157,1,0.450410478,0.635885942,0.114080088,0.87678396,0.828685135,0.480877837,0.641836418,0.10810856,0.888987596,0.814147509,0.051986982
374,0.714285714,0.256175975,0.88995992,1,0,0,1,0,0,0.947335892,0.682603332,0.06952844,0.052664108,0.160467866,0.027340366,0.05325716,0.320869991,0.14489251,0.181507218,0.008777675,0.529237072,0.578143936,0.564845535,0.577616859,0.543035091,0.368087008,0.215406534,0.375889561,0.875248482,0.89127051,0.925023406,0.110675728,0.010638298,1.76E-19,0.531240819,0.051634349,5.33E-04,0.120959333,1,0.333072422,0.639746615,0.110219379,0.88464247,0.819453038,0.381441802,0.649232015,0.100714198,0.903154153,0.795747758,0.040239237
375,0.857142857,0.095371312,0.632562594,1,0,0,1,0,0,1,0.703167449,4.78E-18,0,0,0,0,0.012675817,8.08E-04,0.003165408,0.008777675,0.439771753,0.531892582,0.518218816,0.550883894,0.48909942,0.311511825,0.218266177,0.388499815,0.914148414,0.903154117,0.95835203,0.11074216,0.010638298,1.76E-19,0.565969592,0.001108033,0,0.003128259,0.890625,0.197371035,0.604849023,0.145117301,0.805979296,0.895444969,0.30438564,0.641369024,0.108575876,0.888063767,0.815287996,0
376,1,0,0.270427199,1,0,0,1,0,0,1,0.703150444,4.78E-18,0,0,0,0,0,0,0,0.008777675,0.385844839,0.53430641,0.45532188,0.568923498,0.457800867,0.278951543,0.142034483,0.402291881,0.946565024,0.944746741,0.977418686,0.11074216,0.010638298,1.76E-19,0.594843448,0,0,5.21E-04,0.7265625,0.163570373,0.539027582,0.210939362,0.621336458,0.985054105,0.255723524,0.593043784,0.156893046,0.776099336,0.916856295,0
377,0,1,0,1,0,0,1,0,0,1,0.296866143,4.78E-18,0,0,0,0,0,0,0,0.008777675,0.400697778,0.540723588,0.45086301,0.575499155,0.469566333,0.286934384,0.134294476,0.396459691,0.953048347,0.980397561,0.981109598,0.11074216,0.010638298,1.76E-19,0.629939441,0,2.66E-04,0,0.9765625,0.177743232,0.556748648,0.19321813,0.674462375,0.968575404,0.259001218,0.586897276,0.163038526,0.759805925,0.927201236,0
378,0.142857143,0.957823644,0.399332025,1,0,0,1,0,0,1,0.296881433,4.78E-18,0,0,0,0,0,0,0,0.008971354,0.428533257,0.491734892,0.484416969,0.496121177,0.508979636,0.31779967,0.213924425,0.380122515,0.966014991,0.950688544,0.982880512,0.110808592,0.010638298,1.76E-19,0.641185414,0,0,5.21E-04,1,0.149108363,0.622243334,0.127722825,0.847271938,0.859725261,0.221882716,0.655662829,0.094284459,0.914766831,0.779228369,0
379,0.285714286,0.838278027,0.732543693,1,0,0,1,0,0,1,0.296895865,4.78E-18,0,0,0,0,0,0,0,0.008971354,0.431408876,0.486742974,0.495317298,0.488141628,0.495731749,0.310337129,0.229194363,0.380916795,0.946565024,0.915037724,0.974855162,0.110808592,0.010638298,1.76E-19,0.683165829,0,0,5.21E-04,1,0.147940961,0.630068427,0.119897659,0.864525335,0.842229962,0.230832343,0.667496336,0.082452928,0.934354845,0.747660806,0
380,0.428571429,0.661157201,0.944462683,1,0,0,1,0,0,0.849215375,0.364714632,0.198286507,0.150784625,0.28604694,0.103439865,0.139985282,0.100589494,0.026947382,0.041847821,0.008971354,0.508546778,0.519479895,0.543184509,0.497274306,0.493141703,0.308581789,0.190928361,0.421891581,0.972498313,0.885328707,0.974040657,0.110875024,0.010638298,1.76E-19,0.739443371,0.017396122,7.99E-04,0.039885297,1,0.265511863,0.660617605,0.089348192,0.923098845,0.766434708,0.301402206,0.681191349,0.068760202,0.954024318,0.709432387,0.002440904
381,0.571428571,0.455788372,1,1,0,0,1,0,0,0.738806813,0.527357474,0.340317212,0.261193187,0.421582895,0.233982118,0.273456279,0.397508903,0.214221757,0.253150251,0.008971354,0.528989187,0.437779318,0.515629576,0.41844275,0.48128149,0.336880443,0.220710293,0.411481609,0.810415261,0.849677886,0.879147542,0.110875024,0.010638298,1.76E-19,0.787617575,0.129529086,0.01930759,0.267466111,0.4453125,0.258942624,0.723779377,0.026185823,0.993186433,0.582263482,0.232771069,0.729756362,0.020203299,0.995961342,0.563422085,0.086316661
382,0.714285714,0.256175975,0.88995992,1,0,0,1,0,0,0.946702253,0.682211692,0.070374469,0.053297747,0.161424303,0.027790526,0.05381111,0.321326061,0.145207548,0.181854091,0.008971354,0.458559454,0.498607792,0.520807533,0.500518203,0.468175305,0.309933494,0.258210946,0.398121913,0.842831871,0.843736083,0.919942696,0.110875024,0.010638298,1.76E-19,0.828821028,0.166426593,0.11424767,0.168404588,0.0234375,0.188699258,0.64482642,0.105139526,0.894637287,0.807020338,0.272523236,0.670874867,0.079074961,0.939511677,0.73838937,0.192917095
383,0.857142857,0.095371312,0.632562594,1,0,0,1,0,0,1,0.703055427,4.79E-18,0,0,0,0,0.013237148,8.49E-04,0.003309441,0.008971354,0.418975224,0.545240752,0.513972274,0.572958167,0.403898736,0.250099065,0.269019749,0.395906685,0.868765159,0.760550835,0.940652118,0.110941456,0.010638298,1.76E-19,0.859025899,0.002216066,3.99E-04,0.004953076,0.046875,0.194065781,0.576342955,0.173623637,0.730664424,0.943614655,0.317746122,0.628813593,0.12112921,0.862022226,0.844876669,7.85E-04
384,1,0,0.270427199,1,0,0,1,0,0,1,0.703045288,4.79E-18,0,0,0,0,0,0,0,0.008971354,0.396829817,0.565440789,0.474320449,0.630322799,0.401866275,0.237878734,0.209770076,0.392663377,0.93359838,0.814027066,0.96780032,0.110941456,0.010638298,1.76E-19,0.874830563,0,0,5.21E-04,0.078125,0.204561991,0.544391585,0.205575309,0.63760622,0.980691743,0.336310872,0.58462602,0.165309403,0.753685928,0.930863627,0
385,0,1,0,1,0,0,1,0,0,1,0.296964432,4.79E-18,0,0,0,0,0,0,0,0.008971354,0.395672487,0.584226583,0.453302157,0.640436085,0.401969407,0.23133208,0.156133726,0.419974207,0.972498313,0.802143459,0.984930828,0.240151563,0.010638298,1.76E-19,0.873369411,0,0,5.21E-04,0.6328125,0.226240683,0.538815412,0.211151534,0.620689963,0.985215368,0.332583775,0.568536411,0.181396325,0.708927449,0.954256908,0
386,0.142857143,0.957823644,0.399332025,1,0,0,1,0,0,1,0.296972853,4.79E-18,0,0,0,0,0,0,0,0.008990051,0.405282029,0.628747193,0.475118506,0.681273393,0.390751465,0.232089733,0.208931618,0.409619749,0.920631736,0.85561969,0.959763458,0.110808592,0.010638298,1.76E-19,0.859310656,0,0,5.21E-04,0.984375,0.282443858,0.539401653,0.210565288,0.622475747,0.984767689,0.393067388,0.572147052,0.177786287,0.719173713,0.949402826,0
387,0.285714286,0.838278027,0.732543693,1,0,0,1,0,0,1,0.296980415,4.79E-18,0,0,0,0,0,0,0,0.008990051,0.403819672,0.664324619,0.462229309,0.717489848,0.382323126,0.231143003,0.189681779,0.422928201,0.894698448,0.713016408,0.94483071,0.126752256,0.010638298,1.76E-19,0.851096508,0,0,5.21E-04,0.9765625,0.324210672,0.533163823,0.216803177,0.603393973,0.989192911,0.426748889,0.558299732,0.191631295,0.679311537,0.966741246,0
388,0.428571429,0.661157201,0.944462683,1,0,0,1,0,0,0.850051442,0.364345037,0.19722487,0.149948558,0.284985278,0.102627973,0.139113275,0.099901053,0.026548944,0.041387043,0.008990051,0.40128932,0.727286476,0.434332875,0.751348096,0.383074399,0.246455628,0.1595454,0.431099458,0.836348549,0.606063947,0.907391705,0.13273113,0.010638298,1.76E-19,0.842038397,0.022493075,0.001864181,0.049791449,0.984375,0.399011214,0.525366273,0.2246008,0.579321245,0.993668061,0.454242992,0.539199688,0.210728149,0.62216875,0.984845147,0.019270298
389,0.571428571,0.455788372,1,1,0,0,1,0,0,0.738821524,0.526920894,0.340346013,0.261178476,0.421612743,0.233979719,0.273460021,0.397067756,0.213721896,0.25265574,0.008990051,0.416398192,0.716441276,0.4327718,0.707498416,0.416034807,0.29447202,0.195923945,0.416769332,0.765032006,0.55852952,0.853835132,0.170863058,0.010638298,1.76E-19,0.817974488,0.175069252,0.047403462,0.319603754,1,0.390372132,0.535409334,0.214557645,0.610282898,0.987686068,0.40063145,0.543533731,0.20639483,0.635319129,0.981340579,0.18339614
390,0.714285714,0.256175975,0.88995992,1,0,0,1,0,0,0.945961907,0.681834682,0.071360727,0.054038093,0.162537831,0.028318334,0.054459101,0.321922888,0.145650402,0.18233294,0.008990051,0.402634978,0.698351586,0.43617374,0.731749395,0.402545439,0.292022054,0.231291897,0.407073571,0.719648751,0.600122144,0.833024723,0.180429257,0.010638298,1.76E-19,0.791091354,0.116786704,0.019174434,0.237747654,1,0.364579022,0.528673046,0.221293997,0.589556558,0.991914259,0.431252133,0.542374818,0.207553549,0.631812166,0.982312733,0.05616935
391,0.857142857,0.095371312,0.632562594,1,0,0,1,0,0,1,0.702998373,4.80E-18,0,0,0,0,0.013898241,8.96E-04,0.003478505,0.008990051,0.390468526,0.749373506,0.431094625,0.793289791,0.419755954,0.282398527,0.204219223,0.42270828,0.797448616,0.677365588,0.891288316,0.190261183,0.010638298,1.76E-19,0.766764592,0.001551247,0,0.004171011,0.984375,0.423490591,0.517698329,0.232268817,0.555462821,0.996914365,0.504197513,0.533700087,0.216226832,0.605352798,0.988774803,0
392,1,0,0.270427199,1,0,0,1,0,0,1,0.70299511,4.80E-18,0,0,0,0,0,0,0,0.008990051,0.434425339,0.767322974,0.48289564,0.8090148,0.419917779,0.285699343,0.161231109,0.408898065,0.790965294,0.552587716,0.88337182,0.200757428,0.010638298,1.76E-19,0.752177554,0,1.33E-04,2.61E-04,0.9765625,0.457104954,0.539917235,0.210049702,0.624044921,0.984368536,0.545084339,0.554990167,0.194940307,0.669572096,0.970367221,0
393,0,1,0,1,0,0,1,0,0,1,0.297007732,4.80E-18,0,0,0,0,0,0,0,0.008990051,0.492521217,0.762991104,0.547375093,0.805100703,0.465467034,0.310329083,0.098537834,0.363161873,0.829865227,0.819968869,0.913490364,0.211519401,0.010638298,1.76E-19,0.729251385,0,0,5.21E-04,0.828125,0.481695308,0.568614297,0.181352368,0.708866994,0.954284727,0.58169103,0.580739838,0.169194936,0.743095416,0.936926349,0
394,0.142857143,0.957823644,0.399332025,1,0,0,1,0,0,1,0.297009274,4.80E-18,0,0,0,0,0,0,0,0.008996114,0.544687187,0.742476568,0.582383963,0.748536463,0.489333355,0.366757429,0.178587938,0.36188398,0.719648751,0.736783622,0.8220974,0.264067059,0.010638298,1.76E-19,0.698234764,0,0,5.21E-04,1,0.498855786,0.594917915,0.155048502,0.780734049,0.913749249,0.551931737,0.604011634,0.145927026,0.804135996,0.896864345,0
395,0.285714286,0.838278027,0.732543693,1,0,0,1,0,0,1,0.297009957,4.80E-18,0,0,0,0,0,0,0,0.008996114,0.539712599,0.707045374,0.576303877,0.712945956,0.533749831,0.356915992,0.1641125,0.355631164,0.881731804,0.956630348,0.934271733,0.264067059,0.010638298,1.76E-19,0.696162866,0,0,5.21E-04,1,0.459218443,0.601136628,0.148829731,0.796676371,0.902471343,0.511304415,0.610063766,0.139875906,0.818997439,0.885020318,0
396,0.428571429,0.661157201,0.944462683,1,0,0,1,0,0,0.850777008,0.363962672,0.196304787,0.149222992,0.284063004,0.101924341,0.138357128,0.099287334,0.026196377,0.040978418,0.008996114,0.517490735,0.746876546,0.545862655,0.746121819,0.556698861,0.364755349,0.186501468,0.374898847,0.927115058,0.986339365,0.960792684,0.264133491,0.010638298,1.76E-19,0.691588713,0.00598338,0,0.01459854,1,0.481553799,0.582669903,0.167296629,0.748106306,0.934100567,0.517201828,0.591036101,0.158900393,0.770821361,0.920304419,9.99E-05
397,0.571428571,0.455788372,1,1,0,0,1,0,0,0.738715138,0.526486319,0.340524725,0.261284862,0.421766515,0.234130894,0.273613978,0.396755473,0.213372956,0.25230968,0.008996114,0.541407548,0.793626692,0.558478336,0.778959696,0.573282198,0.384096942,0.184036067,0.381130311,0.907665092,0.992281168,0.945670504,0.264133491,0.010638298,1.76E-19,0.673003479,0.046980609,2.66E-04,0.110531804,1,0.549064364,0.583601121,0.166365403,0.75064103,0.932642019,0.56223523,0.589361684,0.16057453,0.766386541,0.923129088,0.013532032
398,0.714285714,0.256175975,0.88995992,1,0,0,1,0,0,0.945115422,0.681472587,0.072486467,0.054884578,0.163807156,0.028924122,0.055201157,0.322659792,0.146221219,0.182943751,0.008996114,0.558680579,0.790587872,0.585863303,0.787277231,0.581266984,0.38967608,0.193386359,0.366080636,0.907665092,0.980397561,0.947740996,0.264133491,0,1.76E-19,0.6521389,0.025263158,0,0.05995829,1,0.55953382,0.590560464,0.159405994,0.76930664,0.921276607,0.594164313,0.59731905,0.152618493,0.787191232,0.909293549,0.004410757
399,0.857142857,0.095371312,0.632562594,1,0,0,1,0,0,1,0.702996354,4.81E-18,0,0,0,0,0.014650537,9.50E-04,0.00367094,0.008996114,0.587122087,0.783179122,0.61590602,0.779352837,0.5813131,0.393298732,0.201691817,0.374857211,0.894698448,0.962572151,0.938811315,0.264133491,0,1.76E-19,0.644326762,4.43E-04,0,0.001564129,1,0.576639166,0.601914301,0.14805205,0.798638676,0.901017447,0.614037485,0.608468631,0.141470775,0.815124326,0.888196691,0
400,1,0,0.270427199,1,0,0,1,0,0,1,0.702999973,4.81E-18,0,0,0,0,0,0,0,0.008996114,0.585522106,0.743035454,0.615681664,0.736374096,0.57950032,0.386174787,0.245986204,0.392328157,0.914148414,0.986339365,0.952943802,0.264133491,0,1.76E-19,0.651861873,0,0,5.21E-04,1,0.536621503,0.609984085,0.13998219,0.818572061,0.885372414,0.573064748,0.617708945,0.132232003,0.837109376,0.869265864,0
401,0,1,0,1,0,0,1,0,0,1,0.296995987,4.81E-18,0,0,0,0,0,0,0,0.008996114,0.621414631,0.581492247,0.660458104,0.571974993,0.548932916,0.371898737,0.203371972,0.378186993,0.868765159,0.938804937,0.927334204,0.264133491,0,1.76E-19,0.674492978,0,1.33E-04,2.61E-04,0.8046875,0.451558213,0.670199797,0.07976591,0.938358323,0.740503792,0.503944102,0.678228771,0.071722285,0.950049217,0.71784331,0
402,0.142857143,0.957823644,0.399332025,1,0,0,1,0,0,1,0.296990647,4.81E-18,0,0,0,0,0,0,0,0.00902676,0.541785009,0.600607564,0.585849706,0.597704902,0.525842184,0.344997382,0.190581317,0.382980427,0.907665092,0.962572151,0.948231457,0.11107432,0,1.76E-19,0.702473908,0,0,5.21E-04,1,0.365328941,0.635886159,0.114079871,0.876784408,0.828684621,0.422277611,0.648785445,0.101160693,0.902323101,0.796877296,0
403,0.285714286,0.838278027,0.732543693,1,0,0,1,0,0,1,0.296984448,4.81E-18,0,0,0,0,0,0,0,0.00902676,0.514842879,0.643533644,0.54947117,0.641900905,0.540403121,0.346866705,0.205687913,0.372652659,0.953048347,0.998222971,0.972971018,0.111140752,0,1.76E-19,0.694253318,0,0,5.21E-04,1,0.374810053,0.607718495,0.142247801,0.813056211,0.889866469,0.41736834,0.61946158,0.130479661,0.841153477,0.86553292,0
404,0.428571429,0.661157201,0.944462683,1,0,0,1,0,0,0.851391535,0.363567812,0.195527094,0.148608465,0.283281397,0.101328856,0.13771699,0.098749142,0.025927824,0.040653179,0.00902676,0.489242383,0.700246591,0.511195287,0.687117281,0.554685685,0.361016032,0.19935783,0.372398575,0.940081702,0.992281168,0.966142789,0.111140752,0,1.76E-19,0.686251772,0.009972299,0,0.023983316,1,0.411016411,0.579199342,0.170767224,0.738585559,0.939405247,0.426398486,0.589297751,0.160638453,0.766216622,0.923236015,0.004710517
405,0.571428571,0.455788372,1,1,0,0,1,0,0,0.738487702,0.526054033,0.340853314,0.261512298,0.422044139,0.234435734,0.273918209,0.396572612,0.213174989,0.25211222,0.00902676,0.484207434,0.710416721,0.510649303,0.71087507,0.562388745,0.392594048,0.228289272,0.380468411,0.862281837,0.915037724,0.902910229,0.111140752,0,1.76E-19,0.652462312,0.101385042,0.009587217,0.220281543,1,0.418458572,0.574415497,0.175551114,0.725277222,0.946374519,0.451401562,0.583547756,0.166387487,0.750762353,0.932571679,0.065333448
406,0.714285714,0.256175975,0.88995992,1,0,0,1,0,0,0.944163413,0.681125685,0.073750871,0.055836587,0.165230836,0.029608281,0.056037324,0.323535942,0.146920198,0.183686519,0.00902676,0.390612588,0.791174803,0.412690676,0.796917208,0.572234105,0.396476179,0.253610531,0.390787639,0.855798515,0.926921331,0.91286886,0.111140752,0,1.76E-19,0.598346863,0.064709141,0.004394141,0.144160584,1,0.474202099,0.515880634,0.23408653,0.549786223,0.997515167,0.503484688,0.524780442,0.225144987,0.577821189,0.993906755,0.057082905
407,0.857142857,0.095371312,0.632562594,1,0,0,1,0,0,1,0.70304939,4.81E-18,0,0,0,0,0.015497702,0.001009839,0.003887505,0.00902676,0.388088675,0.818739521,0.412019178,0.847949893,0.552548416,0.389760562,0.22804449,0.397394891,0.810415261,0.83779428,0.890395879,0.111140752,0,1.76E-19,0.553070481,6.65E-04,0,0.002085506,0.9609375,0.507315279,0.513643097,0.236324087,0.542789645,0.99816569,0.566474036,0.521736541,0.228188379,0.568365566,0.995304118,0
408,1,0,0.270427199,1,0,0,1,0,0,1,0.703059889,4.82E-18,0,0,0,0,0,0,0,0.00902676,0.37639948,0.871911852,0.405248245,0.915207833,0.519375874,0.369692829,0.206056242,0.386019827,0.77799865,0.784318049,0.874019215,0.111140752,0,1.76E-19,0.507255508,0,0,5.21E-04,1,0.570866393,0.507187609,0.242779636,0.522561418,0.999490729,0.648741017,0.516440174,0.233483862,0.55185532,0.997303776,0
409,0,1,0,1,0,0,1,0,0,1,0.29692919,4.82E-18,0,0,0,0,0,0,0,0.00902676,0.441185821,0.926937122,0.47618694,0.957833837,0.467213575,0.383432487,0.266546019,0.454521094,0.596465632,0.623889357,0.739608014,0.111207184,0,1.76E-19,0.465803376,0,0,5.21E-04,1,0.649322174,0.530538251,0.219428774,0.595313089,0.990831368,0.720336837,0.539013128,0.210914678,0.621600586,0.984987956,0
410,0.142857143,0.957823644,0.399332025,1,0,0,1,0,0,1,0.296916972,4.82E-18,0,0,0,0,0,0,0,0.002395144,0.48124409,0.933522567,0.51203309,0.952020733,0.454332101,0.404970602,0.268587563,0.441740027,0.512182445,0.564471323,0.665304895,0.111140752,0,1.76E-19,0.415652622,0,0,5.21E-04,1,0.671307649,0.544303713,0.205663182,0.6373409,0.980767616,0.728722932,0.550957618,0.198972183,0.657606451,0.974510511,0
411,0.285714286,0.838278027,0.732543693,1,0,0,1,0,0,1,0.296903894,4.82E-18,0,0,0,0,0,0,0,0.002395144,0.540969727,0.997897666,0.56733541,1,0.491021202,0.443150252,0.238013446,0.417115228,0.499215801,0.55852952,0.646889074,0.111140752,0,1.76E-19,0.381986857,0,0,5.21E-04,1,0.774454461,0.557767826,0.192198942,0.677458273,0.967449025,0.814715479,0.562909783,0.187022013,0.692748053,0.961354751,0
412,0.428571429,0.661157201,0.944462683,1,0,0,1,0,0,0.851894538,0.363160736,0.194892542,0.148105462,0.282641629,0.100841461,0.137193042,0.098287213,0.025708931,0.040383484,0.002395144,0.536605997,1,0.55699623,0.998957182,0.525835476,0.459672439,0.199207907,0.388257475,0.525149089,0.57635493,0.674093277,0.111140752,0,1.76E-19,0.368346863,0.020387812,0.003462051,0.041710115,1,0.774533328,0.556311984,0.193654798,0.673176597,0.969052124,0.80752192,0.560145673,0.189785662,0.684710417,0.964631122,0.006766016
413,0.571428571,0.455788372,1,1,0,0,1,0,0,0.738139313,0.525624322,0.341331652,0.261860687,0.422445386,0.234894356,0.274372768,0.396519553,0.213128069,0.252063499,0.002395144,0.541602315,0.983406683,0.560082295,0.974085385,0.536361677,0.477440395,0.171402275,0.348155969,0.505699123,0.55852952,0.65342349,0.111207184,0,1.76E-19,0.343427393,0.099279778,0.010918775,0.212721585,1,0.75830958,0.559268997,0.190697756,0.681857724,0.965755084,0.780525871,0.563360903,0.186570969,0.694054395,0.960806803,0.066532488
414,0.714285714,0.256175975,0.88995992,1,0,0,1,0,0,0.943106542,0.680794246,0.075153042,0.056893458,0.166807302,0.030371262,0.056967673,0.324550352,0.147747581,0.18456125,0.002395144,0.510506513,0.963446025,0.530636814,0.965632528,0.539962923,0.465421211,0.184419666,0.34429987,0.551082377,0.59418034,0.687315801,0.111207184,0,1.76E-19,0.314476227,0.04498615,0.005459387,0.095672576,1,0.719329271,0.551518086,0.198448741,0.658977197,0.974053032,0.754182035,0.555503545,0.194427015,0.67108778,0.969818039,0.021982414
415,0.857142857,0.095371312,0.632562594,1,0,0,1,0,0,1,0.703157449,4.82E-18,0,0,0,0,0.016455632,0.001076663,0.004131385,0.002395144,0.494904287,0.918003954,0.522098754,0.935884626,0.59860914,0.438188634,0.176751844,0.332075012,0.765032006,0.766492639,0.862962171,0.111207184,0,1.76E-19,0.304945239,4.43E-04,0,0.001564129,1,0.659284274,0.550355328,0.19961151,0.655510929,0.975201407,0.714743766,0.555597578,0.194332998,0.671365209,0.969716919,0
416,1,0,0.270427199,1,0,0,1,0,0,1,0.703174822,4.82E-18,0,0,0,0,0,0,0,0.002395144,0.512504879,0.909349228,0.542929298,0.926499901,0.606733113,0.442042604,0.189838643,0.342767893,0.771515328,0.778376246,0.869492621,0.111207184,0,1.76E-19,0.29291715,0,0,5.21E-04,1,0.658184036,0.557270651,0.192696121,0.675997717,0.96800089,0.715470018,0.563107646,0.186824184,0.693321209,0.961114875,0
417,0,1,0,1,0,0,1,0,0,1,0.296807386,4.82E-18,0,0,0,0,0,0,0,0.002395144,0.457841555,0.887996362,0.486791267,0.904723852,0.611033645,0.4365513,0.209634035,0.364757905,0.803931939,0.808085263,0.891222151,0.111207184,0,1.76E-19,0.2710862,0,0,5.21E-04,1,0.608468022,0.539374188,0.210592753,0.622392123,0.984788809,0.660630364,0.546637788,0.203291291,0.64467643,0.978611272,0
418,0.142857143,0.957823644,0.399332025,1,0,0,1,0,0,1,0.296788297,4.82E-18,0,0,0,0,0,0,0,0.00242579,0.534030575,0.908845429,0.555059661,0.915243748,0.622003399,0.433559579,0.166677849,0.270024063,0.855798515,0.861561493,0.92012779,0.111207184,0,1.76E-19,0.227023579,0,0,5.21E-04,1,0.669812835,0.56457015,0.185396554,0.697261719,0.959442975,0.710037285,0.568131305,0.181801364,0.70777104,0.954786996,0
419,0.285714286,0.838278027,0.732543693,1,0,0,1,0,0,1,0.296768349,4.83E-18,0,0,0,0,0,0,0,0.00242579,0.497890971,0.791447235,0.515948067,0.802546247,0.622317827,0.425816773,0.197446311,0.326253499,0.881731804,0.897212314,0.939832759,0.111207184,0,1.76E-19,0.202616931,0,0,5.21E-04,1,0.516673436,0.566437561,0.183529125,0.702636799,0.957097759,0.556927893,0.569263858,0.180668999,0.711000609,0.95329765,0
420,0.428571429,0.661157201,0.944462683,1,0,0,1,0,0,0.852285582,0.362741727,0.194401798,0.147714418,0.28214468,0.100462134,0.136785451,0.097902204,0.025529696,0.040161312,0.00242579,0.493666475,0.531163425,0.518960392,0.517783709,0.566773963,0.371930921,0.219574302,0.35200673,0.940081702,0.944746741,0.96306188,0.111207184,0,1.76E-19,0.23127432,0.00232687,0,0.005995829,1,0.255126451,0.645681298,0.10428464,0.896280092,0.804896974,0.281047874,0.659603288,0.090344657,0.921549375,0.768879397,0.001812835
421,0.571428571,0.455788372,1,1,0,0,1,0,0,0.737670124,0.525197468,0.341959515,0.262329876,0.422969844,0.235506896,0.274977687,0.396596544,0.213232323,0.252163667,0.00242579,0.437090095,0.60103424,0.463611004,0.598287879,0.556653584,0.362350305,0.220020369,0.359750955,0.946565024,0.962572151,0.966755398,0.111207184,0,1.76E-19,0.247060946,0.024598338,0,0.058394161,1,0.267198368,0.572204867,0.177761764,0.719057962,0.949459282,0.293516935,0.587903745,0.162032225,0.76250107,0.92555047,0.030861025
422,0.714285714,0.256175975,0.88995992,1,0,0,1,0,0,0.941945518,0.680478535,0.07669201,0.058054482,0.168534824,0.031213565,0.057992286,0.32570189,0.148703656,0.185567952,0.00242579,0.386268979,0.664591041,0.40770465,0.680602552,0.540938906,0.357066182,0.233350099,0.375956819,0.907665092,0.920979527,0.948350035,0.111207184,0,1.76E-19,0.263375854,0.057617729,2.66E-04,0.135557873,1,0.320082359,0.52023625,0.229730872,0.563376399,0.99596718,0.358912899,0.531358165,0.218568362,0.598152657,0.990271431,0.020769099
